date,time,summary,source
2026-05-13,16:49,Activity captured (set ANTHROPIC_API_KEY for AI summaries),task_scheduler
2026-05-13,17:11,Activity captured (set ANTHROPIC_API_KEY for AI summaries),stop_hook
2026-05-13,17:26,Activity captured (set ANTHROPIC_API_KEY for AI summaries),stop_hook
