date,time,summary,source
2026-06-10,10:00,Activity captured (set ANTHROPIC_API_KEY for AI summaries),task_scheduler
2026-06-10,10:53,Activity captured (set ANTHROPIC_API_KEY for AI summaries),stop_hook
